file name,event start time,event end time, event width,event depth,event interval
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,767.1582,767.432,0.2738,68.7853858331,0.114
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,768.908,768.9364,0.0284,68.713537271,1.476
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,770.3678,770.4318,0.064,68.8446344833,1.4314
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,773.7416,774.1498,0.4082,69.2447611405,3.3098
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,779.4718,779.505,0.0332,69.0962692665,5.322
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,779.5854,779.7742,0.1888,69.0232953838,0.0804
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,780.8776,781.5256,0.648,68.8898607924,1.1034
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,782.141,782.2978,0.1568,68.6163766573,0.6154
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,782.569,782.5724,0.0034,71.111394761,0.2712
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,784.2082,784.6684,0.4602,68.7677054028,1.6358
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,785.519,785.6412,0.1222,68.8750669529,0.8506
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,786.5056,786.832,0.3264,69.069579001,0.8644
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,791.583,792.525,0.942,68.9916185419,4.751
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,793.8186,794.03,0.2114,68.767968258,1.2936
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,796.4238,796.895,0.4712,68.7709317882,2.3938
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,798.7824,798.805,0.0226,69.3674515824,1.8874
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,798.923,798.9716,0.0486,82.5878141276,0.118
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,800.0462,800.0518,0.0056,70.6329719761,1.0746
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,800.5984,800.763,0.1646,68.9731721432,0.5466
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,803.9084,803.98,0.0716,68.8413074822,3.1454
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,806.3028,806.3822,0.0794,68.5930173875,2.3228
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,806.4582,806.8648,0.4066,68.3251012565,0.076
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,807.5188,807.6284,0.1096,68.3372432068,0.654
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,809.1946,809.245,0.0504,68.3727000209,1.5662
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,809.5248,809.5926,0.0678,68.2781126849,0.2798
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,810.9096,811.069,0.1594,68.2777675469,1.317
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,812.314,812.5864,0.2724,68.3405736122,1.245
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,817.909,818.0474,0.1384,68.790492776,5.3226
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,821.1596,821.5666,0.407,68.5288044344,3.1122
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,821.96,821.9862,0.0262,68.387525905,0.3934
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,825.4084,825.6908,0.2824,68.6386796591,3.4222
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,825.7988,825.8452,0.0464,68.8380180832,0.108
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,826.8876,827.0424,0.1548,67.8509417867,1.0424
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,827.814,827.883,0.069,68.451867697,0.7716
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,831.2084,831.2294,0.021,68.2286155831,3.3254
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,831.4062,831.7508,0.3446,68.5600792812,0.1768
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,832.0204,832.0382,0.0178,69.0347083205,0.2696
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,833.6252,833.895,0.2698,68.2101795909,1.587
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,834.6212,834.7098,0.0886,68.4189098267,0.7262
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,836.1736,836.2316,0.058,68.5012109038,1.4638
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,838.5058,838.6588,0.153,68.2453353918,2.2742
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,839.311,839.3178,0.0068,70.0705371094,0.6522
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,839.6336,839.6376,0.004,71.2472266846,0.3158
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,840.5816,840.6826,0.101,68.1332433816,0.944
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,847.2328,847.3368,0.104,68.1288972262,6.5502
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,852.4972,852.7154,0.2182,68.2386371829,5.1604
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,853.8152,853.8342,0.019,67.8670962428,1.0998
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,854.5624,854.675,0.1126,67.9066439684,0.7282
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,856.3054,856.3322,0.0268,67.7411908961,1.6304
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,856.3408,856.4778,0.137,68.1956865662,0.0086
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,861.1584,861.3544,0.196,132.271500007,0.0088
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,861.2806,861.3544,0.0738,69.335900343,3.68934881474e+15
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,863.7168,864.5996,0.8828,68.2633969419,2.3624
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,866.6364,866.7514,0.115,68.4146321459,2.0368
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,868.3932,868.8536,0.4604,68.192082948,1.6418
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,869.1734,869.2254,0.052,68.329662654,0.3198
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,874.3678,874.4296,0.0618,68.090347533,5.1424
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,875.9158,876.0254,0.1096,68.2452184747,1.4862
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,878.056,878.2606,0.2046,68.1564782321,2.0306
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,878.3976,878.4304,0.0328,67.9558190025,0.137
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,878.6464,878.6948,0.0484,68.3617671241,0.216
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,879.9428,880.0,0.0572,68.2466342398,1.248
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,881.0084,881.0492,0.0408,68.3314374497,1.0084
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,881.7238,881.833,0.1092,68.1358000569,0.6746
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,882.1632,882.3368,0.1736,68.2022096161,0.3302
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,883.315,883.382,0.067,67.9720127318,0.9782
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,883.8134,883.8646,0.0512,68.2409451771,0.4314
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,884.4402,884.5472,0.107,67.7040937363,0.5756
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,888.2954,888.7254,0.43,68.1425685842,3.7482
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,888.7652,889.0848,0.3196,68.1438431584,0.0398
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,889.1948,889.3266,0.1318,68.3394755348,0.11
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,890.6942,890.741,0.0468,68.1558928035,1.3676
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,892.9152,893.6092,0.694,67.190858936,2.1742
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,894.0472,894.254,0.2068,68.2230449767,0.438
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,895.3734,895.4776,0.1042,68.2097193695,1.1194
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,898.9582,899.0954,0.1372,68.0699662189,3.4806
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,900.0586,900.122,0.0634,68.0498942109,0.9632
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,902.2984,902.3372,0.0388,68.2454415044,2.1764
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,905.5386,906.1608,0.6222,68.141196541,3.2014
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,907.3474,907.41,0.0626,67.6752675953,1.1866
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,907.4258,907.8174,0.3916,67.7486431056,0.0158
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,908.9558,909.1344,0.1786,68.4804026735,1.1384
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,910.6944,910.995,0.3006,68.0638563547,1.56
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,912.0368,912.0614,0.0246,68.5542698409,1.0418
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,912.1012,912.1716,0.0704,68.5901240886,0.0398
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,912.397,912.504,0.107,68.0063899268,0.2254
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,912.8604,913.0228,0.1624,68.4045880367,0.3564
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,914.4116,914.4782,0.0666,68.5981142446,1.3888
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,918.6946,918.7714,0.0768,67.9282948494,4.2164
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,918.9854,919.024,0.0386,67.9215166066,0.214
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,921.5232,921.6336,0.1104,68.1209277609,2.4992
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,922.337,922.388,0.051,68.2809558536,0.7034
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,924.8212,925.288,0.4668,68.0565087702,2.4332
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,925.6778,925.9474,0.2696,67.9609703702,0.3898
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,926.9266,927.161,0.2344,68.170483438,0.9792
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,929.374,929.8434,0.4694,68.2327736497,2.213
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,930.9292,931.0628,0.1336,68.6422560348,1.0858
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,934.9444,935.0902,0.1458,68.873179585,3.8816
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,935.7996,935.923,0.1234,68.5348081577,0.7094
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,936.348,936.5428,0.1948,68.7272750447,0.425
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,936.5558,936.729,0.1732,68.5689497076,0.013
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,937.8408,937.844,0.0032,71.6962266541,1.1118
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,939.6766,939.6892,0.0126,69.2504073661,1.8326
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,943.204,943.2166,0.0126,69.7138368443,3.5148
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,946.9302,947.2884,0.3582,71.7340845095,3.7136
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,948.1284,948.1324,0.004,68.1241333008,0.84
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,957.5266,957.7604,0.2338,68.3305952959,9.3942
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,958.8612,959.4754,0.6142,68.3174426989,1.1008
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,960.4106,960.6448,0.2342,68.2497028656,0.9352
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,965.6504,965.77,0.1196,68.6931412856,5.0056
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,966.0386,966.0688,0.0302,68.9502709799,0.2686
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,966.892,966.9788,0.0868,68.2093445274,0.8232
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,967.0114,967.0264,0.015,68.7517010742,0.0326
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,967.6798,967.6888,0.009,69.752034668,0.6534
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,975.9826,976.0248,0.0422,67.9429944715,8.2938
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,980.687,980.9068,0.2198,68.1170490285,4.6622
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,984.1752,985.2304,1.0552,160.229956356,0.0086
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,985.1492,985.2304,0.0812,68.4026268148,3.68934881474e+15
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,986.532,988.7126,2.1806,35.207426773,1.3016
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,988.803,988.8398,0.0368,68.0048872176,0.0904
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,989.8816,989.911,0.0294,67.8484830397,1.0418
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,990.577,990.6684,0.0914,68.1566572554,0.666
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,992.1364,992.3446,0.2082,68.0260567138,1.468
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,994.042,994.0716,0.0296,68.244886854,1.6974
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,995.1096,995.2654,0.1558,67.793410469,1.038
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,996.4686,996.5224,0.0538,67.9833660095,1.2032
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,997.3224,997.4112,0.0888,67.7646623271,0.8
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,999.0682,999.3446,0.2764,68.1380892286,1.657
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,999.7984,999.9092,0.1108,68.331421793,0.4538
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1002.2978,1002.3538,0.056,68.0293409075,2.3886
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1003.7304,1003.7786,0.0482,68.1821362811,1.3766
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1004.4428,1004.53,0.0872,68.1521361913,0.6642
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1009.3032,1009.421,0.1178,68.0931903169,4.7732
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1011.5146,1011.9568,0.4422,67.1083155489,2.0936
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1013.5894,1014.06,0.4706,68.1544389352,1.6326
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1016.679,1016.9882,0.3092,68.24911701,2.619
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1018.492,1018.505,0.013,68.2711344276,1.5038
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1021.6706,1021.8568,0.1862,68.1241333008,3.1656
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1021.893,1021.9206,0.0276,68.2113239852,0.0362
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1022.5748,1022.74,0.1652,68.1620502581,0.6542
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1023.2342,1023.3442,0.11,68.1122296742,0.4942
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1024.1732,1024.2206,0.0474,74.3179829349,0.829
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1024.2678,1024.537,0.2692,68.633674106,0.0472
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1028.3738,1028.4414,0.0676,68.5858676093,3.8368
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1033.8514,1033.9294,0.078,68.1967264498,5.41
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1034.488,1034.561,0.073,68.0519006314,0.5586
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1034.9002,1035.4612,0.561,68.1470952514,0.3392
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1035.6804,1035.6836,0.0032,72.2160049438,0.2192
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1039.5172,1040.4754,0.9582,45.7148764957,3.8336
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1040.767,1040.8754,0.1084,68.2521088615,0.2916
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1041.437,1041.5024,0.0654,68.3790001881,0.5616
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1041.5182,1041.5466,0.0284,67.7415814639,0.0158
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1043.5808,1044.0762,0.4954,68.1924256647,2.0342
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1044.918,1045.4544,0.5364,68.3084683371,0.8418
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1045.8298,1045.8612,0.0314,40.0956930484,0.3754
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1047.548,1047.649,0.101,68.5319846119,1.6868
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1047.8518,1047.916,0.0642,68.5193673792,0.2028
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1049.3058,1049.586,0.2802,68.6462560277,1.3898
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1049.774,1049.8018,0.0278,68.6995254012,0.188
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1050.4218,1050.8588,0.437,68.3955851654,0.62
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1052.2544,1052.2714,0.017,67.6224399127,1.3956
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1053.5592,1053.6116,0.0524,68.053895273,1.2878
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1055.4202,1055.441,0.0208,69.2385515653,1.8086
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1055.8546,1055.8808,0.0262,68.4712712458,0.4136
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1057.151,1057.3142,0.1632,68.6317682513,1.2702
